0,1,2,3
@wei_w_toronto @FinEconGlobal @liberal_party Bubbles already popped bud. We’re heading into a global recession with… https://t.co/AFs5deoO9E,2023-04-30 23:36:09+00:00,CaptainBalding1,"Toronto, Ontario"
@TroyTeslike @thejefflutz I agree. 2023 is very different than 2020 (recession vs Covid). A shutdown now would be m… https://t.co/qudEmBxmQO,2023-04-30 23:34:43+00:00,Umbisam,Mars
"@momofone59 @USATODAY Biden starting ww3. 

Over 6 million illegals. 

Left Americans in Afghanistan and Sudan.

We… https://t.co/kfWq0rKriU",2023-04-30 23:14:48+00:00,wicka2222,"Buffalo, NY"
A pic from before the slay recession hit https://t.co/y4SjI1pPeA,2023-04-30 23:12:55+00:00,karloctagon,"Brooklyn, NY"
@k_salberta I'm afraid that Tesla  will slowly lose its own customer base. Amplifying the repo  problem due to curr… https://t.co/BrdsJhupWr,2023-04-30 23:09:25+00:00,Supermantibody,"Massachusetts, USA"
"@cristinagberta This is the clearest sign of what will cause the recession. Volumes decreasing, demand decreasing,… https://t.co/5JfyYp7NDo",2023-04-30 23:03:26+00:00,VidenDanish,"New York, USA"
@CaptnJoeMuskeg Super soft landing... Unemployment at 3.5% will do that you know. Even at 4.5% we go into soft/medium technical recession,2023-04-30 23:00:48+00:00,WarrenFine,Toronto
"@POTUS ""Dark Brandon"" ...an old feeble pedophile who shits his pants twice a day and triggered a global recession.",2023-04-30 22:45:30+00:00,aberdeen_robert,NYC
"4. This possibility makes sense from a TA perspective. 
- Q3-Q4 2023 the economy is expecting a recession. So every… https://t.co/vknrggEhsQ",2023-04-30 22:45:24+00:00,AviHarkishun,New York
@StealthQE4 You need a recession or else inflation will be entrenched and we get hyperinflation…. And there is quit… https://t.co/0jRFcA2CcL,2023-04-30 22:41:06+00:00,illwilly77,"Boston, MA"
"We wondered if inflation will have a big impact on telecom. Based on 7,000+ respondents of our Consumer Mobile &amp; Ho… https://t.co/sRdXuKptnJ",2023-04-30 22:33:42+00:00,RogerEntner,Boston
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV The problem is the fed doesn't announce a recession… https://t.co/gNFknbcQz5,2023-04-30 22:31:02+00:00,CraigSm53060013,"Florida, USA"
The certainty Americans feel in having enough money for a comfortable retirement has taken the biggest dive in 15 y… https://t.co/ZhoW9GVx0H,2023-04-30 22:26:33+00:00,YahooFinance,"New York, NY"
@Bitcoin_BuII @PeterSchiff Inflation at 14% overpar and counting since Jan 21’ while the economy falls at the same… https://t.co/ueRAB84iLm,2023-04-30 22:24:32+00:00,AitkenResearch,"Pittsburgh, Pa"
looking at a historical chart for the dow...girlfriends are not recession proof,2023-04-30 22:22:48+00:00,INTJerk,"LI, NY"
The current conflict comes after a decade-long recession which has drastically lowered the living standards of Suda… https://t.co/WZGOAkLkDF,2023-04-30 22:21:00+00:00,newsone,"New York, NY"
@barrettbeatrice @KaijuSensei1 @BasedMikeLee @chris_ellis It's been happening since the 2008 recession.,2023-04-30 22:17:18+00:00,LapGong,"Manhattan, NY"
"@Carv67 @Claudia_Sahm Depends on what you mean by “slay the inflation dragon”? Inflation falls in any recession, th… https://t.co/QOZo2ylmHm",2023-04-30 22:16:02+00:00,stevehouf,"New York, USA"
recession core https://t.co/peoXRWSpmr,2023-04-30 22:15:02+00:00,seemaafsh,"New York, USA"
Will the Fed's Inflation Fight Lead To a Recession? https://t.co/I3BGbO5NXI via @YouTube,2023-04-30 22:14:53+00:00,CMPhillips10,"Boston, MA."
That’s how you know we are in a recession lmao. The girls are begging to be dependents again.,2023-04-30 22:10:01+00:00,britshaniece,Philly/NYC
"@POTUS Another bank to fail tomorrow under his watch. Store closings, a recession and he brags about false positives.",2023-04-30 22:08:12+00:00,SteveSUGA,"Georgia, USA"
Great thread by the great @Claudia_Sahm on why she expects the Fed/Powell to keep their words and not cut rates thi… https://t.co/LFqMyMSDLR,2023-04-30 22:04:59+00:00,stevehouf,"New York, USA"
"Okay, my pre-Covid take on the recession timing was off by 9 months, but my first and last clauses sure did age pre… https://t.co/6LyqP1rhso",2023-04-30 22:04:16+00:00,KDbyProxy,"Washington, DC"
@CreativCulinary Yes corporate greed is fueling inflation.Our economy is in good shape and many average citizens be… https://t.co/z6KfK67X4X,2023-04-30 22:00:31+00:00,MargoBerg2,"New Mexico, USA"
Not all Recessions are created equal a Mild Recession is not the same as a 2008 Recession the media is doing this o… https://t.co/NOjC1qF9vl,2023-04-30 21:59:45+00:00,1Liberty3,"Alabama, USA"
@ProfDavidFields 'One more and hold' by Fed. Why? Fed needs to see how past interest rate hikes may further slow de… https://t.co/m8GOokQnPf,2023-04-30 21:59:03+00:00,drjackrasmus,California
the media needs to find themselves a better Hobby than Predicting a Recession if one does occur lets cover what Typ… https://t.co/oGUf2BDYBB,2023-04-30 21:57:55+00:00,1Liberty3,"Alabama, USA"
President Eisenhower had 3 Recessions on his watch 2 in his 1st term 1 in an election year 1956 the media Never did… https://t.co/9E6k3WcNDb,2023-04-30 21:55:37+00:00,1Liberty3,"Alabama, USA"
@leadlagreport A correction would be a best case scenario. If we don't get a recession I would be surprised. Even a… https://t.co/n6ZIdIdfzl,2023-04-30 21:55:01+00:00,Crap_n_Chicken,Mars
@TroyTeslike @thejefflutz @skyline991gt3 @TSLAFanMtl @fly4dat Elon told the entire world today we entered a mild re… https://t.co/11V5hsDVH6,2023-04-30 21:54:12+00:00,Umbisam,Mars
"we've been saying the past 2 years Inflation hurts more than a Recession because everyone feels it, in a Recession… https://t.co/TcLc0p4AeR",2023-04-30 21:54:10+00:00,1Liberty3,"Alabama, USA"
a Mild Recession is not strong enough to kill off 5 6 or 7 million jobs in 2001 the last Mild Recession we had kill… https://t.co/hKOZYyw0eE,2023-04-30 21:52:36+00:00,1Liberty3,"Alabama, USA"
does the media not Understand that a mild Recession is one of the best Outcomes short of the debt ceiling if we get… https://t.co/pusFw4432q,2023-04-30 21:50:57+00:00,1Liberty3,"Alabama, USA"
Never in American History has there been so much doom and gloom Coverage of a economy that has created 12 million j… https://t.co/EEU93UMGIq,2023-04-30 21:49:13+00:00,1Liberty3,"Alabama, USA"
I do. Powell wants a recession. https://t.co/OogHdL4fL4,2023-04-30 21:43:26+00:00,SethBurn,"Bronxville, NY"
"https://t.co/54GWOj8gZu
📷
STOCK MARKET CRASH EXPECTED, AFTER,
The US suffers a serious recession – &amp; the 
Fed is NO… https://t.co/CCTQjKKVOK",2023-04-30 21:42:24+00:00,giulianianthon1,"Washington, DC"
“Volcker intentionally caused a severe recession” https://t.co/Q2yjXxV1d6,2023-04-30 21:42:10+00:00,smarterparrot,"Tarrytown, NY"
@elonmusk @Cernovich @LHSummers @federalreserve @DavidWestin @BloombergTV I bought more ammo and long term food  st… https://t.co/iY13avx8IM,2023-04-30 21:33:01+00:00,miss_westover,Georgia USA
"@GordonGChang Yes, there's a global recession esp. in electronics. Taiwan's industrial production is down 11% YoY,… https://t.co/0fvUckkUaE",2023-04-30 21:29:10+00:00,davidpgoldman,New York
"@MJRosenbergDad @brianschatz Our economy is in the dumper RIGHT NOW. Banks collapsing, the dollar getting weaker ev… https://t.co/uwcJlTpG5O",2023-04-30 21:28:45+00:00,DanaHes70442619,"California, USA"
"E126: Big Tech blow-out, Powell’s recession warning, lab-grown meat, RFK Jr shakes up race &amp; more - YouTube https://t.co/HzE1m5fbZt",2023-04-30 21:24:27+00:00,TimKotzman,"New York, New York"
"@getbusylivn123 @FoxNews @govkristinoem https://t.co/ZBrjeqwvrh what’s your explanation of record unemployment, rec… https://t.co/VDDfbnNKnA",2023-04-30 21:21:46+00:00,camdephilob,"Washington, DC"
@Markzandi There are all kind of bombs in the economy - resumption of loan payments - resets of adjustable debts -… https://t.co/NkegWwQdTJ,2023-04-30 21:20:24+00:00,spin4srv,NYC
@userbits @roninmercllc It's very helpful...to a few lucky people with an MFA degree who get to teach creative writ… https://t.co/mnrH0RdaLC,2023-04-30 21:15:41+00:00,bramble,California
@MoyashiArt Are you talking about layoffs due to the recession? That China article didn't prove a single person who… https://t.co/0GhPRyCAKf,2023-04-30 21:14:39+00:00,Tactical_Jackal,"Rhode Island, USA"
"Cycle, nowmy 4th. Know i went through 2 historical cycles, the Bubble in the 2000's, the Great Recession and now on… https://t.co/SZTDIPItGm",2023-04-30 21:13:29+00:00,KelliKeenSpot,"Maryland, USA"
The probability model for a recession from the Federal Reserve has been steadily increasing and has now reached its… https://t.co/f5rkeRETKX,2023-04-30 21:08:25+00:00,DataShill,Uptown
@POTUS Omg will you shut up..We are in recession already,2023-04-30 21:02:35+00:00,AJain2685,nj
"Nothing feels the same.

There will be a more rapid change as soon as:

-Apple reveals its VR headset
-The recessio… https://t.co/25E6YlREWM",2023-04-30 20:56:26+00:00,danielpowersjr,
The Fed is Trapped: This Recession Will Be MASSIVE! #Economics #gold #silver https://t.co/5PjHre1wpq via @YouTube,2023-04-30 20:53:24+00:00,PMEWhite,Maryland
"@ArdaCapital Doesn’t it tend to show up in numbers? If a bizz is less cyclical that people think, we’ll see that co… https://t.co/9m8nGZ0T0x",2023-04-30 20:52:51+00:00,DummyCapital,"Manhattan, NY"
"naah, 🙄No problems all with (empty) Commercial #RealEstate, on top of the slowing📉 #economy, &amp; coming #Recession..😬👇 https://t.co/BRulq69eKU",2023-04-30 20:43:09+00:00,ToddJobson,NJ
No recession in NJ. Lots of people buying bagels. https://t.co/IehtzllnCm,2023-04-30 20:42:43+00:00,Rodneyniya,"NJ, USA"
"@heyitsyashu Ross is flip-flopping between recession panic and ""no recessions in LA"", ""no recessions in Vegas"" posts.",2023-04-30 20:41:25+00:00,Viggo_Frb,Mid-Atlantic
"@FutureBuckNasty What recession? Mall food court index is high 😂🤪

(This is a joke)",2023-04-30 20:28:17+00:00,kaitlynleeRE,Toronto
@underscoreL404 @JaamesWJ @RaiTaaj @tristanbard0516 Bro would actually cut welfare during a recession. “People don’… https://t.co/6DZai45sjl,2023-04-30 20:13:28+00:00,LIDemocrat,"Nassau County, NY"
"Here’s our preview of the May FOMC meeting. 25bp hike, with the rapid tightening of lending conditions and the risi… https://t.co/ZXjWJHkFLz",2023-04-30 20:09:40+00:00,Knightleyeco,"New York, USA"
@JaamesWJ @RaiTaaj @underscoreL404 @tristanbard0516 Ron Paul during a recession would like having an Elephant trying to cross a rope bridge,2023-04-30 20:08:35+00:00,LIDemocrat,"Nassau County, NY"
"Even if you knew a recession was coming, you would still most likely be better off in stocks than cash in the month… https://t.co/DTJ6NEpcg0",2023-04-30 20:08:03+00:00,economics,"New York, NY"
@TheDemocrats Yes give it up.  More people are in CC debt than ever before and big recession looming.,2023-04-30 20:08:02+00:00,LeftisSick,"Pittsburgh, PA"
"Recession is the new reality.
#UmedTV #UmAcoLive #HealthNews https://t.co/HfxnQ5q01k",2023-04-30 20:06:47+00:00,KemalErkanUSA,"Delaware, USA"
@CapGulberg Recession is here. Fed will cut 200bps,2023-04-30 20:06:44+00:00,junkbondinvest,New York
Consumer prices are quickly rising and recession fears are on the mind. Before you consider selling or making any h… https://t.co/7g8Mf1RVAM,2023-04-30 20:02:00+00:00,CNBC,"Englewood Cliffs, NJ"
@dhaaruni The WI supreme court vote is the most heartening sign.  Though it may not matter if we are having a recession next spring.,2023-04-30 19:59:57+00:00,InquisitiveUrsa,"New York, NY"
@underscoreL404 @RaiTaaj @tristanbard0516 But I could see him refusing to sign a debt ceiling hike proposed by a De… https://t.co/pxPNWipPJ2,2023-04-30 19:58:19+00:00,JaamesWJ,Connecticut
@JSargeras @VarunSriskanda I don't define hard times. Most recession last a couple years. Most people spend months… https://t.co/hcASfmpoP4,2023-04-30 19:56:51+00:00,SimonONeill1966,"Toronto, Ontario"
The @federalreserve has unflinching conviction that a recession will bring down the #inflation back to steady 2% an… https://t.co/SvSL7A8LSR,2023-04-30 19:50:51+00:00,MMYstockoptions,"New York, USA"
"@tedcruz @SundayFutures @MariaBartiromo You're talking nonsense, the U.S. economy is in incredibly good shape, espe… https://t.co/kuaiZK8DqB",2023-04-30 19:49:29+00:00,2ndcummingoften,New York City
"@BobEUnlimited @RyanDezember Just shows #Recession is still 2 qtrs+ out as expected ANOTHER rate hike next week, th… https://t.co/GCPyXVPsEC",2023-04-30 19:48:23+00:00,ToddJobson,NJ
"After the hikes:
The Fed cut interest rates by a 0.25 bps three times in 2019 in what Powell referred to as a “mid-… https://t.co/uwEGNVhekg",2023-04-30 19:45:27+00:00,StellzXBT,Valhalla 
-which led to a dark recession world in which we follow the life of a man who saved a child from the conflict only… https://t.co/YZ4ocu7W52,2023-04-30 19:44:39+00:00,FpSvoltage,Province of Québec
@dialGG It really is. There’s no dìck recession so idk why he’s marketing it 🫠,2023-04-30 19:44:06+00:00,LifeWithJRDN,nyc
"@Jbandz2t @abond23_bond Recession my ass, people spending money out here",2023-04-30 19:37:16+00:00,RetiredRob76,"Florida, USA"
@POTUS 12M new jobs created for the 12M that were closed by GOV mandate during COVID - LOL. We are going into a recession.,2023-04-30 19:31:44+00:00,RobD5150,"East Northport, NY"
"@FedGuy12 Cool quote, thanks for sharing!  Hard for housing to drive a recession if it’s more like ‘fine’ and not rapidly contracting.",2023-04-30 19:30:26+00:00,BobEUnlimited,"New York, NY"
@BeansproutMe I worked for Pres. Reagan.  He was a great man. I remember when he rescued us from Carter &amp; the horri… https://t.co/wElebyIGU1,2023-04-30 19:19:26+00:00,DebVader,"Loudoun County, VA"
@tedcruz @SundayFutures @MariaBartiromo Well put the blame where it belongs the gop allowed tariffs that drove up d… https://t.co/7FD00lIXlO,2023-04-30 19:15:22+00:00,ToddSMeyer,"Marietta, PA"
"See @GLJ_Research’s interview with @realMeetKevin discussing the Fed, $TSLA, $ENPH, #solar, recession, nuclear,… https://t.co/y9NJt2dVu3",2023-04-30 19:12:40+00:00,GordonJohnson19,NYC Manhattan
"@ajlamesa @EricLevitz I agree , but only if there is a recession.",2023-04-30 19:11:56+00:00,Dave99117584,"California, USA"
Many economists still expect a recession to hit as soon as the current April-June quarter — or soon thereafter. https://t.co/uUl29FiU8I,2023-04-30 19:11:12+00:00,FortuneMagazine,New York
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV I hope I can make money in the recession to buy an e… https://t.co/EEJurupImW,2023-04-30 19:02:50+00:00,MaryAnn93390862,"Barrie, Ontario"
"Interest rates going up in 2022, the federal reserves complacency on inflation, and the fallout from PPP loan forgi… https://t.co/sHO5dcvMiU",2023-04-30 19:00:36+00:00,whisper87464578,"New Mexico, USA"
"Based on the crowds at Home Depot today, there's no recession in sight 💰💸 https://t.co/8NCoXHuxae",2023-04-30 19:00:22+00:00,EricONCA,"Guelph, Canada"
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV When you said in Jan 2022 that recession is coming,… https://t.co/Ps8puW2sXV",2023-04-30 18:55:47+00:00,bayareaguy3,"California, USA"
@Nasdaq @MartinTillier @NasdaqExchange @DowJones @MarketWatch @federalreserve  So now that the cat is out of the Ba… https://t.co/TUcSgnl3eu,2023-04-30 18:50:26+00:00,ChuckHodgson1,Kingston Pa
OH WE IN RECESSION FR https://t.co/evEQKF6cmE,2023-04-30 18:40:34+00:00,hammiexsalem,New York City
"@CiovaccoCapital From what I’ve seen markets typically rise into rate increase/pauses, then dip/tank with cuts. Mak… https://t.co/cJxhHtL4Yt",2023-04-30 18:36:50+00:00,bernierbeau,New Hampshire
@CiovaccoCapital Its called a REcession,2023-04-30 18:26:51+00:00,felikstrader,"Camillus, NY"
@sarahhollowell Basically you seamlessly go from too young to have an opinion that matters to too old to have impor… https://t.co/3eqQs5ZIw4,2023-04-30 18:23:31+00:00,profgennari,"New Jersey, USA"
